OrderID,OrderDate,CustomerID,Region,ProductID,ProductName,Category,Quantity,Sales,Profit
ORD001213,2024-03-01,C00348,North,P2002,Sofa,Home Decor,1,600,69.17
ORD001214,2023-12-05,C00093,North,P2001,Lamp,Home Decor,1,25,4.72
ORD001215,2024-04-03,C00358,South,P4001,Milk,Grocery,1,3,1.04
ORD001216,2024-06-28,C00244,South,P2001,Lamp,Home Decor,1,25,5.26
ORD001217,2024-12-27,C00519,South,P3002,Shoes,Apparel,1,70,14.26
ORD001218,2025-02-05,C00650,North,P1001,Smartphone,Electronics,3,900,124.07
ORD001219,2024-04-01,C00987,West,P4001,Milk,Grocery,1,3,0.38
ORD001220,2025-09-21,C00930,West,P1001,Smartphone,Electronics,1,300,59.38
ORD001221,2024-02-14,C00260,North,P1001,Smartphone,Electronics,1,300,82.36
ORD001222,2025-06-11,C00291,West,P4001,Milk,Grocery,1,3,0.95
ORD001223,2025-05-13,C00756,East,P3001,Shirt,Apparel,1,30,5.22
ORD001224,2024-09-16,C00658,West,P2001,Lamp,Home Decor,1,25,8.18
ORD001225,2024-04-11,C00763,East,P2002,Sofa,Home Decor,2,1200,287.51
ORD001226,2025-08-09,C00304,South,P4001,Milk,Grocery,1,3,0.36
ORD001227,2025-08-02,C00542,South,P1002,Headphones,Electronics,1,50,11.28
ORD001228,2025-02-18,C00222,West,P3002,Shoes,Apparel,1,70,18.03
ORD001229,2025-08-28,C00253,North,P1002,Headphones,Electronics,1,50,7.44
ORD001230,2024-03-24,C00749,South,P4001,Milk,Grocery,2,6,2.06
ORD001231,2024-03-27,C00019,North,P3002,Shoes,Apparel,1,70,21.03
ORD001232,2024-08-07,C00761,South,P1002,Headphones,Electronics,1,50,16.7
ORD001233,2024-10-23,C00862,East,P1001,Smartphone,Electronics,1,300,88.94
ORD001234,2025-06-01,C00759,North,P4001,Milk,Grocery,3,9,1.09
ORD001235,2025-08-02,C00770,West,P1001,Smartphone,Electronics,1,300,56.37
ORD001236,2024-06-14,C00259,East,P4001,Milk,Grocery,1,3,0.34
ORD001237,2025-01-26,C00186,North,P2001,Lamp,Home Decor,1,25,7.2
ORD001238,2024-01-13,C00580,East,P2002,Sofa,Home Decor,1,600,183.07
ORD001239,2023-12-28,C00984,South,P1002,Headphones,Electronics,1,50,11.29
ORD001240,2024-02-13,C00025,East,P1002,Headphones,Electronics,2,100,25.79
ORD001241,2025-06-29,C00863,South,P1001,Smartphone,Electronics,1,300,48.55
ORD001242,2025-04-10,C00631,North,P4001,Milk,Grocery,1,3,0.47
ORD001243,2025-06-23,C00453,East,P1001,Smartphone,Electronics,1,300,91.47
ORD001244,2025-05-23,C00330,East,P3001,Shirt,Apparel,2,60,13.85
ORD001245,2024-01-15,C00123,East,P4001,Milk,Grocery,1,3,0.77
ORD001246,2025-09-27,C00975,East,P2001,Lamp,Home Decor,1,25,3.76
ORD001247,2025-10-17,C00349,East,P3002,Shoes,Apparel,1,70,21.96
ORD001248,2024-04-14,C00340,East,P2001,Lamp,Home Decor,1,25,7.74
ORD001249,2024-09-25,C00136,East,P2002,Sofa,Home Decor,1,600,63.87
ORD001250,2025-05-24,C00828,South,P4002,Coffee,Grocery,1,10,3.2
ORD001251,2024-02-07,C00839,South,P3001,Shirt,Apparel,1,30,9.88
ORD001252,2025-06-03,C00997,West,P1002,Headphones,Electronics,1,50,11.77
ORD001253,2023-11-03,C00712,West,P1001,Smartphone,Electronics,1,300,74.19
ORD001254,2024-09-02,C00465,West,P1001,Smartphone,Electronics,1,300,42.74
ORD001255,2024-05-04,C00420,North,P1002,Headphones,Electronics,2,100,27.01
ORD001256,2023-10-30,C00427,North,P4001,Milk,Grocery,3,9,2.44
ORD001257,2025-02-12,C00796,South,P1002,Headphones,Electronics,3,150,18.42
ORD001258,2025-07-04,C00179,West,P2001,Lamp,Home Decor,1,25,6.69
ORD001259,2025-10-03,C00992,West,P2001,Lamp,Home Decor,2,50,10.17
ORD001260,2024-02-15,C00994,West,P2002,Sofa,Home Decor,1,600,86.56
ORD001261,2024-11-09,C00792,West,P2001,Lamp,Home Decor,3,75,17.81
ORD001262,2024-01-26,C00537,West,P4001,Milk,Grocery,1,3,0.48
ORD001263,2024-06-11,C00970,East,P3002,Shoes,Apparel,1,70,10.64
ORD001264,2025-04-17,C00495,North,P3001,Shirt,Apparel,1,30,9.92
ORD001265,2024-02-21,C00147,East,P1002,Headphones,Electronics,1,50,13.09
ORD001266,2023-11-29,C00374,North,P4001,Milk,Grocery,1,3,0.96
ORD001267,2024-06-10,C00939,East,P2002,Sofa,Home Decor,1,600,154.61
ORD001268,2025-01-01,C00850,West,P3002,Shoes,Apparel,1,70,20.99
ORD001269,2025-07-12,C00289,East,P4001,Milk,Grocery,1,3,0.85
ORD001270,2025-07-02,C00177,North,P2002,Sofa,Home Decor,2,1200,379.93
ORD001271,2024-05-26,C00168,West,P1002,Headphones,Electronics,2,100,26.31
ORD001272,2025-04-21,C00310,South,P3002,Shoes,Apparel,1,70,16.09
ORD001273,2024-08-17,C00685,South,P4002,Coffee,Grocery,1,10,2.92
ORD001274,2025-08-06,C00085,South,P4002,Coffee,Grocery,1,10,3.37
ORD001275,2024-08-17,C00646,East,P4002,Coffee,Grocery,1,10,2.02
ORD001276,2024-09-18,C00919,West,P2001,Lamp,Home Decor,1,25,5.52
ORD001277,2024-06-25,C00463,North,P3002,Shoes,Apparel,3,210,39.37
ORD001278,2025-01-14,C00813,West,P3001,Shirt,Apparel,1,30,7.15
ORD001279,2024-11-02,C00435,South,P1002,Headphones,Electronics,1,50,15.34
ORD001280,2025-02-07,C00646,East,P4001,Milk,Grocery,2,6,1.45
ORD001281,2024-01-03,C00533,South,P1001,Smartphone,Electronics,2,600,121.86
ORD001282,2025-09-13,C00343,West,P4002,Coffee,Grocery,1,10,2.22
ORD001283,2024-06-06,C00028,North,P3001,Shirt,Apparel,3,90,10.37
ORD001284,2024-02-12,C00134,East,P1002,Headphones,Electronics,1,50,5.08
ORD001285,2024-12-11,C00075,South,P1001,Smartphone,Electronics,1,300,36.85
ORD001286,2024-05-17,C00355,North,P1002,Headphones,Electronics,3,150,21.54
ORD001287,2023-11-08,C00884,North,P4002,Coffee,Grocery,1,10,2.79
ORD001288,2024-12-06,C00996,North,P4002,Coffee,Grocery,1,10,3.24
ORD001289,2024-05-28,C00482,North,P3001,Shirt,Apparel,1,30,3.91
ORD001290,2024-01-02,C00723,North,P4002,Coffee,Grocery,1,10,3.03
ORD001291,2024-12-19,C00042,East,P4002,Coffee,Grocery,1,10,1.64
ORD001292,2024-11-14,C00439,South,P1001,Smartphone,Electronics,1,300,44.9
ORD001293,2025-10-12,C00021,South,P1002,Headphones,Electronics,1,50,12.43
ORD001294,2025-01-11,C00551,East,P3002,Shoes,Apparel,1,70,8.43
ORD001295,2025-01-18,C00274,West,P1002,Headphones,Electronics,2,100,27.87
ORD001296,2024-06-17,C00015,West,P4002,Coffee,Grocery,1,10,3.03
ORD001297,2025-01-20,C00154,West,P4001,Milk,Grocery,2,6,1.06
ORD001298,2025-10-10,C00820,North,P1001,Smartphone,Electronics,1,300,41.53
ORD001299,2025-05-06,C00623,South,P4001,Milk,Grocery,1,3,0.91
ORD001300,2024-04-18,C00330,North,P3001,Shirt,Apparel,3,90,31.43
ORD001301,2025-05-08,C00191,South,P4001,Milk,Grocery,1,3,0.78
ORD001302,2024-08-15,C00611,North,P4002,Coffee,Grocery,2,20,3.28
ORD001303,2024-11-04,C00653,West,P3001,Shirt,Apparel,1,30,4.57
ORD001304,2024-12-13,C00308,East,P3001,Shirt,Apparel,1,30,8.69
ORD001305,2024-03-01,C00615,West,P1002,Headphones,Electronics,1,50,16.65
ORD001306,2025-05-13,C00206,South,P4002,Coffee,Grocery,1,10,3.34
ORD001307,2024-09-20,C00799,South,P2001,Lamp,Home Decor,2,50,6.89
ORD001308,2025-02-06,C00130,North,P2002,Sofa,Home Decor,1,600,79.61
ORD001309,2025-07-05,C00375,South,P3001,Shirt,Apparel,1,30,7.74
ORD001310,2025-06-30,C00886,West,P2001,Lamp,Home Decor,1,25,5.17
ORD001311,2025-05-28,C00956,East,P4002,Coffee,Grocery,1,10,2.0
ORD001312,2025-01-22,C00216,North,P3002,Shoes,Apparel,1,70,20.71
ORD001313,2023-10-29,C00547,East,P2002,Sofa,Home Decor,2,1200,217.12
ORD001314,2025-10-14,C00519,South,P3002,Shoes,Apparel,1,70,23.74
ORD001315,2023-12-27,C00232,East,P2001,Lamp,Home Decor,2,50,16.29
ORD001316,2024-01-23,C00595,South,P4002,Coffee,Grocery,1,10,2.5
ORD001317,2025-01-27,C00155,South,P1001,Smartphone,Electronics,1,300,94.4
ORD001318,2024-04-17,C00914,East,P1002,Headphones,Electronics,1,50,16.4
ORD001319,2024-05-21,C00849,South,P3002,Shoes,Apparel,1,70,12.8
ORD001320,2024-12-01,C00894,South,P4002,Coffee,Grocery,1,10,1.61
ORD001321,2025-08-07,C00078,East,P2002,Sofa,Home Decor,2,1200,378.43
ORD001322,2024-05-25,C00871,South,P1002,Headphones,Electronics,1,50,13.53
ORD001323,2024-12-13,C00736,South,P2001,Lamp,Home Decor,2,50,16.82
ORD001324,2025-07-04,C00669,East,P2001,Lamp,Home Decor,2,50,17.33
ORD001325,2023-10-31,C00379,East,P4002,Coffee,Grocery,1,10,1.63
ORD001326,2024-01-11,C00001,East,P3002,Shoes,Apparel,1,70,22.04
ORD001327,2024-01-17,C00553,East,P4002,Coffee,Grocery,2,20,3.92
ORD001328,2024-07-26,C00575,West,P2001,Lamp,Home Decor,1,25,6.48
ORD001329,2025-05-24,C00739,West,P3001,Shirt,Apparel,1,30,7.53
ORD001330,2025-09-02,C00687,South,P3001,Shirt,Apparel,3,90,29.98
ORD001331,2024-01-26,C00253,North,P2001,Lamp,Home Decor,2,50,13.39
ORD001332,2023-11-09,C00628,East,P4001,Milk,Grocery,1,3,0.53
ORD001333,2023-11-19,C00335,East,P1002,Headphones,Electronics,1,50,16.08
ORD001334,2023-11-23,C00247,West,P3002,Shoes,Apparel,1,70,22.09
ORD001335,2025-06-02,C00361,South,P4001,Milk,Grocery,1,3,1.01
ORD001336,2024-05-06,C00256,South,P4002,Coffee,Grocery,3,30,7.37
ORD001337,2024-12-13,C00446,East,P2002,Sofa,Home Decor,1,600,206.37
ORD001338,2025-06-28,C00082,South,P2002,Sofa,Home Decor,1,600,85.74
ORD001339,2025-04-20,C00765,North,P4001,Milk,Grocery,2,6,1.36
ORD001340,2024-02-01,C00386,North,P3002,Shoes,Apparel,1,70,13.94
ORD001341,2025-09-29,C00093,West,P3001,Shirt,Apparel,1,30,7.47
ORD001342,2024-04-05,C00485,West,P3001,Shirt,Apparel,1,30,9.13
ORD001343,2024-04-17,C00273,West,P1002,Headphones,Electronics,1,50,10.24
ORD001344,2025-04-20,C00935,South,P1002,Headphones,Electronics,1,50,16.64
ORD001345,2024-03-01,C00325,North,P3002,Shoes,Apparel,1,70,24.43
ORD001346,2024-08-12,C00165,West,P2002,Sofa,Home Decor,1,600,116.46
ORD001347,2025-05-29,C00265,East,P1001,Smartphone,Electronics,1,300,46.47
ORD001348,2025-01-26,C00674,East,P2002,Sofa,Home Decor,1,600,102.21
ORD001349,2025-07-26,C00530,East,P3001,Shirt,Apparel,1,30,3.51
ORD001350,2024-11-15,C00132,West,P1001,Smartphone,Electronics,1,300,82.92
ORD001351,2025-10-06,C00544,North,P3001,Shirt,Apparel,1,30,5.81
ORD001352,2025-09-25,C00700,South,P2002,Sofa,Home Decor,1,600,172.41
ORD001353,2024-11-27,C00874,West,P3002,Shoes,Apparel,1,70,7.94
ORD001354,2023-11-19,C00694,North,P4002,Coffee,Grocery,1,10,1.2
ORD001355,2025-04-20,C00426,North,P1001,Smartphone,Electronics,1,300,80.67
ORD001356,2023-12-15,C00798,South,P4001,Milk,Grocery,2,6,1.61
ORD001357,2025-09-27,C00248,South,P1002,Headphones,Electronics,1,50,17.36
ORD001358,2024-05-02,C00506,North,P1002,Headphones,Electronics,1,50,8.49
ORD001359,2024-03-04,C00363,North,P2002,Sofa,Home Decor,3,1800,565.89
ORD001360,2025-09-01,C00431,West,P3001,Shirt,Apparel,1,30,9.44
ORD001361,2024-08-19,C00128,West,P1002,Headphones,Electronics,1,50,15.24
ORD001362,2025-01-19,C00694,North,P4002,Coffee,Grocery,1,10,3.48
ORD001363,2025-05-16,C00083,South,P1001,Smartphone,Electronics,1,300,35.11
ORD001364,2024-06-22,C00574,South,P4001,Milk,Grocery,1,3,0.47
ORD001365,2024-11-05,C00413,East,P3001,Shirt,Apparel,2,60,19.58
ORD001366,2025-07-31,C00158,West,P1001,Smartphone,Electronics,1,300,93.0
ORD001367,2024-12-21,C00398,East,P1002,Headphones,Electronics,1,50,8.73
ORD001368,2025-07-16,C00963,West,P1001,Smartphone,Electronics,2,600,197.37
ORD001369,2024-09-01,C00803,South,P4001,Milk,Grocery,1,3,0.35
ORD001370,2024-12-04,C00710,North,P3001,Shirt,Apparel,1,30,9.48
ORD001371,2024-04-25,C00949,West,P1001,Smartphone,Electronics,3,900,145.57
ORD001372,2023-11-14,C00538,West,P2002,Sofa,Home Decor,1,600,132.43
ORD001373,2024-11-26,C00171,North,P2002,Sofa,Home Decor,2,1200,400.44
ORD001374,2024-02-26,C00693,East,P1001,Smartphone,Electronics,2,600,207.12
ORD001375,2023-11-03,C00452,South,P2002,Sofa,Home Decor,1,600,116.56
ORD001376,2025-04-12,C00002,South,P3002,Shoes,Apparel,1,70,17.36
ORD001377,2024-11-26,C00838,South,P1002,Headphones,Electronics,1,50,11.29
ORD001378,2024-06-03,C00751,North,P4002,Coffee,Grocery,1,10,2.66
ORD001379,2024-09-14,C00045,North,P1002,Headphones,Electronics,1,50,9.72
ORD001380,2024-02-20,C00847,West,P4001,Milk,Grocery,3,9,1.37
ORD001381,2024-04-18,C00621,East,P2001,Lamp,Home Decor,1,25,2.77
ORD001382,2024-05-17,C00130,East,P4002,Coffee,Grocery,1,10,2.76
ORD001383,2024-04-13,C00631,West,P1002,Headphones,Electronics,1,50,17.27
ORD001384,2025-07-07,C00579,East,P3002,Shoes,Apparel,1,70,20.44
ORD001385,2024-11-17,C00663,East,P3001,Shirt,Apparel,1,30,10.04
ORD001386,2024-12-05,C00043,East,P2001,Lamp,Home Decor,2,50,13.71
ORD001387,2024-06-01,C00736,South,P1001,Smartphone,Electronics,1,300,53.53
ORD001388,2025-03-18,C00670,West,P4001,Milk,Grocery,1,3,0.92
ORD001389,2024-08-23,C00074,East,P3001,Shirt,Apparel,1,30,3.99
ORD001390,2024-03-10,C00716,West,P4001,Milk,Grocery,1,3,0.72
ORD001391,2025-02-04,C00667,West,P4002,Coffee,Grocery,1,10,1.91
ORD001392,2024-06-10,C00442,South,P1001,Smartphone,Electronics,1,300,65.35
ORD001393,2025-04-22,C00271,North,P4001,Milk,Grocery,1,3,0.96
ORD001394,2025-07-30,C00986,North,P4001,Milk,Grocery,1,3,0.35
ORD001395,2024-06-21,C00427,North,P2001,Lamp,Home Decor,1,25,6.31
ORD001396,2024-06-07,C00366,West,P3002,Shoes,Apparel,1,70,16.55
ORD001397,2024-09-12,C00130,West,P1001,Smartphone,Electronics,1,300,98.31
ORD001398,2024-11-13,C00836,North,P1001,Smartphone,Electronics,1,300,90.92
ORD001399,2025-03-03,C00168,South,P1001,Smartphone,Electronics,1,300,102.44
ORD001400,2025-06-13,C00925,West,P2001,Lamp,Home Decor,1,25,5.27
ORD001401,2024-04-08,C00496,West,P1002,Headphones,Electronics,1,50,7.44
ORD001402,2023-10-27,C00014,North,P3001,Shirt,Apparel,1,30,4.51
ORD001403,2025-06-11,C00404,West,P3001,Shirt,Apparel,1,30,10.14
ORD001404,2024-03-14,C00205,East,P4002,Coffee,Grocery,1,10,1.14
ORD001405,2024-08-14,C00531,South,P2001,Lamp,Home Decor,1,25,3.92
ORD001406,2025-04-28,C00686,West,P2002,Sofa,Home Decor,1,600,163.71
ORD001407,2024-03-12,C00450,North,P1001,Smartphone,Electronics,1,300,66.68
ORD001408,2025-03-01,C00588,North,P1002,Headphones,Electronics,1,50,8.74
ORD001409,2024-05-23,C00567,South,P4002,Coffee,Grocery,1,10,2.08
ORD001410,2023-11-02,C00630,East,P2001,Lamp,Home Decor,3,75,22.34
ORD001411,2024-03-23,C00189,South,P3002,Shoes,Apparel,2,140,42.18
ORD001412,2025-05-23,C00118,West,P3002,Shoes,Apparel,1,70,7.35
ORD001413,2024-10-08,C00860,South,P4002,Coffee,Grocery,1,10,2.87
ORD001414,2024-03-14,C00334,East,P4002,Coffee,Grocery,1,10,2.65
ORD001415,2025-06-08,C00538,North,P1002,Headphones,Electronics,1,50,8.65
ORD001416,2025-06-11,C00068,North,P3001,Shirt,Apparel,1,30,3.8
ORD001417,2024-03-30,C00286,North,P1002,Headphones,Electronics,3,150,31.02
ORD001418,2025-02-04,C00590,West,P2002,Sofa,Home Decor,3,1800,421.04
ORD001419,2024-12-23,C00924,West,P3002,Shoes,Apparel,1,70,9.16
ORD001420,2023-10-21,C00087,East,P2002,Sofa,Home Decor,1,600,63.31
ORD001421,2024-09-21,C00380,South,P3001,Shirt,Apparel,1,30,9.29
ORD001422,2025-06-09,C00183,West,P2002,Sofa,Home Decor,2,1200,401.61
ORD001423,2024-07-07,C00784,East,P4002,Coffee,Grocery,2,20,6.88
ORD001424,2024-03-13,C00973,West,P1002,Headphones,Electronics,3,150,34.34
ORD001425,2024-09-03,C00123,South,P2002,Sofa,Home Decor,1,600,109.18
ORD001426,2024-03-16,C00480,West,P3002,Shoes,Apparel,1,70,10.36
ORD001427,2025-01-14,C00619,North,P2001,Lamp,Home Decor,1,25,7.94
ORD001428,2024-05-11,C00143,West,P4002,Coffee,Grocery,1,10,2.7
ORD001429,2024-06-09,C00293,North,P2001,Lamp,Home Decor,1,25,6.92
ORD001430,2024-02-20,C00154,North,P4001,Milk,Grocery,1,3,0.51
ORD001431,2024-06-04,C00840,South,P4002,Coffee,Grocery,1,10,2.4
ORD001432,2024-04-15,C00503,South,P4002,Coffee,Grocery,2,20,3.53
ORD001433,2025-06-26,C00238,South,P1002,Headphones,Electronics,3,150,34.78
ORD001434,2023-11-06,C00963,South,P1001,Smartphone,Electronics,2,600,75.21
ORD001435,2024-09-28,C00516,South,P4001,Milk,Grocery,1,3,0.72
ORD001436,2024-02-05,C00121,West,P3001,Shirt,Apparel,2,60,16.68
ORD001437,2024-01-14,C00081,South,P1002,Headphones,Electronics,2,100,33.07
ORD001438,2025-02-15,C00267,East,P1002,Headphones,Electronics,1,50,9.1
ORD001439,2023-11-01,C00520,South,P1001,Smartphone,Electronics,1,300,66.73
ORD001440,2025-03-18,C00469,West,P2001,Lamp,Home Decor,1,25,7.05
ORD001441,2024-10-07,C00460,North,P4002,Coffee,Grocery,1,10,1.21
ORD001442,2024-01-30,C00854,North,P3002,Shoes,Apparel,2,140,40.25
ORD001443,2024-09-07,C00216,East,P2002,Sofa,Home Decor,1,600,199.93
ORD001444,2025-09-20,C00294,South,P4001,Milk,Grocery,1,3,0.84
ORD001445,2025-01-10,C00375,South,P3001,Shirt,Apparel,1,30,5.52
ORD001446,2024-07-03,C00294,West,P1002,Headphones,Electronics,1,50,12.79
ORD001447,2024-05-19,C00248,South,P2001,Lamp,Home Decor,1,25,8.58
ORD001448,2024-10-23,C00801,East,P3001,Shirt,Apparel,1,30,6.43
ORD001449,2024-03-16,C00352,West,P1002,Headphones,Electronics,1,50,6.33
ORD001450,2023-12-27,C00180,South,P4002,Coffee,Grocery,1,10,1.64
ORD001451,2024-04-01,C00791,South,P4002,Coffee,Grocery,3,30,6.5
ORD001452,2024-07-20,C00477,East,P1001,Smartphone,Electronics,1,300,92.56
ORD001453,2025-01-15,C00258,South,P4002,Coffee,Grocery,1,10,3.36
ORD001454,2025-01-29,C00803,East,P4001,Milk,Grocery,1,3,0.33
ORD001455,2024-05-24,C00766,West,P1002,Headphones,Electronics,1,50,13.17
ORD001456,2023-10-24,C00906,East,P4002,Coffee,Grocery,1,10,1.92
ORD001457,2025-02-17,C00218,West,P2002,Sofa,Home Decor,3,1800,570.85
ORD001458,2024-10-06,C00836,South,P1001,Smartphone,Electronics,1,300,82.56
ORD001459,2024-12-04,C00954,East,P2001,Lamp,Home Decor,1,25,4.31
ORD001460,2024-05-03,C00792,South,P2001,Lamp,Home Decor,1,25,4.49
ORD001461,2024-01-19,C00112,North,P3001,Shirt,Apparel,1,30,4.29
ORD001462,2025-03-05,C00797,East,P1002,Headphones,Electronics,1,50,8.12
ORD001463,2024-06-07,C00255,West,P1002,Headphones,Electronics,1,50,6.28
ORD001464,2024-05-28,C00589,North,P1002,Headphones,Electronics,1,50,17.05
ORD001465,2025-10-01,C00903,South,P3002,Shoes,Apparel,1,70,7.18
ORD001466,2024-06-29,C00936,South,P1002,Headphones,Electronics,1,50,6.58
ORD001467,2024-04-24,C00397,North,P2002,Sofa,Home Decor,2,1200,168.18
ORD001468,2025-04-06,C00693,South,P2001,Lamp,Home Decor,2,50,12.79
ORD001469,2025-06-20,C00775,West,P1002,Headphones,Electronics,2,100,21.91
ORD001470,2025-06-07,C00752,West,P2002,Sofa,Home Decor,1,600,105.14
ORD001471,2024-08-25,C00620,South,P3001,Shirt,Apparel,1,30,4.57
ORD001472,2024-03-19,C00496,North,P3001,Shirt,Apparel,1,30,5.45
ORD001473,2023-11-10,C00461,East,P3001,Shirt,Apparel,1,30,9.35
ORD001474,2024-06-05,C00068,West,P2001,Lamp,Home Decor,1,25,7.31
ORD001475,2024-07-12,C00300,West,P4002,Coffee,Grocery,2,20,3.59
ORD001476,2024-12-24,C00732,North,P1002,Headphones,Electronics,2,100,32.13
ORD001477,2025-06-30,C00284,West,P2002,Sofa,Home Decor,1,600,155.18
ORD001478,2024-06-17,C00845,East,P2001,Lamp,Home Decor,1,25,8.35
ORD001479,2024-02-11,C00075,South,P1002,Headphones,Electronics,1,50,15.16
ORD001480,2024-12-25,C00568,North,P3002,Shoes,Apparel,1,70,12.81
ORD001481,2024-09-11,C00683,North,P4002,Coffee,Grocery,3,30,10.48
ORD001482,2024-01-27,C00595,South,P4001,Milk,Grocery,2,6,0.7
ORD001483,2024-08-29,C00863,South,P2001,Lamp,Home Decor,1,25,8.47
ORD001484,2025-02-08,C00972,South,P4002,Coffee,Grocery,2,20,6.88
ORD001485,2025-01-01,C00309,South,P2002,Sofa,Home Decor,1,600,156.06
ORD001486,2025-06-03,C00226,North,P2001,Lamp,Home Decor,3,75,11.6
ORD001487,2025-01-01,C00429,South,P3002,Shoes,Apparel,1,70,17.64
ORD001488,2024-03-07,C00628,North,P4001,Milk,Grocery,1,3,0.99
ORD001489,2024-10-12,C00730,North,P1002,Headphones,Electronics,1,50,7.1
ORD001490,2025-10-13,C00686,South,P4002,Coffee,Grocery,3,30,9.49
ORD001491,2024-02-15,C00294,East,P3002,Shoes,Apparel,1,70,17.46
ORD001492,2024-09-04,C00836,East,P3002,Shoes,Apparel,1,70,11.94
ORD001493,2024-03-01,C00247,South,P4001,Milk,Grocery,1,3,0.82
ORD001494,2025-10-16,C00560,East,P4001,Milk,Grocery,1,3,0.86
ORD001495,2025-03-31,C00380,South,P2001,Lamp,Home Decor,1,25,8.19
ORD001496,2025-07-18,C00539,West,P4002,Coffee,Grocery,1,10,2.79
ORD001497,2024-02-14,C00420,East,P4002,Coffee,Grocery,1,10,1.97
ORD001498,2023-12-02,C00754,East,P3002,Shoes,Apparel,1,70,22.11
ORD001499,2025-03-26,C00824,West,P2002,Sofa,Home Decor,1,600,142.46
ORD001500,2024-08-20,C00246,North,P4001,Milk,Grocery,2,6,0.93
ORD001501,2024-09-16,C00165,North,P2002,Sofa,Home Decor,1,600,205.78
ORD001502,2023-11-14,C00403,South,P4001,Milk,Grocery,1,3,0.93
ORD001503,2024-08-04,C00868,West,P3001,Shirt,Apparel,1,30,3.97
ORD001504,2024-08-01,C00761,West,P2002,Sofa,Home Decor,3,1800,270.63
ORD001505,2024-10-23,C00325,East,P3001,Shirt,Apparel,1,30,10.05
ORD001506,2024-06-26,C00231,North,P1002,Headphones,Electronics,1,50,9.12
ORD001507,2024-07-27,C00444,West,P1002,Headphones,Electronics,1,50,13.87
ORD001508,2024-03-06,C00881,East,P2001,Lamp,Home Decor,1,25,3.28
ORD001509,2025-03-07,C00777,North,P3002,Shoes,Apparel,1,70,7.69
ORD001510,2025-07-13,C00820,North,P3001,Shirt,Apparel,1,30,4.42
ORD001511,2024-12-19,C00484,South,P4002,Coffee,Grocery,1,10,1.07
ORD001512,2024-09-03,C00446,North,P1001,Smartphone,Electronics,1,300,75.71
ORD001513,2024-10-22,C00266,East,P2001,Lamp,Home Decor,1,25,5.48
ORD001514,2025-08-04,C00219,North,P3002,Shoes,Apparel,3,210,62.22
ORD001515,2024-04-24,C00983,West,P2002,Sofa,Home Decor,3,1800,612.93
ORD001516,2024-07-29,C00517,West,P2002,Sofa,Home Decor,1,600,193.57
ORD001517,2024-03-01,C00605,East,P3001,Shirt,Apparel,1,30,5.12
ORD001518,2024-10-10,C00426,North,P4002,Coffee,Grocery,2,20,4.94
ORD001519,2025-02-09,C00639,North,P2001,Lamp,Home Decor,1,25,3.47
ORD001520,2024-11-13,C00684,North,P3002,Shoes,Apparel,1,70,8.3
ORD001521,2025-04-15,C00983,South,P1002,Headphones,Electronics,1,50,17.08
ORD001522,2024-03-11,C00201,North,P2001,Lamp,Home Decor,1,25,4.67
ORD001523,2024-07-10,C00903,South,P3001,Shirt,Apparel,2,60,20.23
ORD001524,2023-12-17,C00329,North,P4001,Milk,Grocery,1,3,1.01
ORD001525,2025-06-10,C00612,East,P2001,Lamp,Home Decor,1,25,5.31
ORD001526,2025-06-06,C00758,East,P1001,Smartphone,Electronics,1,300,95.04
ORD001527,2024-03-11,C00429,West,P4001,Milk,Grocery,1,3,0.6
ORD001528,2025-07-31,C00196,West,P3002,Shoes,Apparel,1,70,8.01
ORD001529,2024-06-06,C00014,North,P3001,Shirt,Apparel,1,30,7.08
ORD001530,2024-04-16,C00210,North,P1002,Headphones,Electronics,1,50,13.35
ORD001531,2025-02-07,C00209,North,P3002,Shoes,Apparel,2,140,19.97
ORD001532,2024-02-25,C00924,West,P4001,Milk,Grocery,1,3,0.48
ORD001533,2025-03-12,C00211,North,P2002,Sofa,Home Decor,2,1200,292.95
ORD001534,2024-12-16,C00109,North,P2002,Sofa,Home Decor,2,1200,176.25
ORD001535,2023-12-31,C00958,East,P1002,Headphones,Electronics,1,50,5.11
ORD001536,2024-11-11,C00928,East,P2002,Sofa,Home Decor,1,600,186.72
ORD001537,2025-01-21,C00989,South,P2002,Sofa,Home Decor,2,1200,161.84
ORD001538,2025-09-16,C00162,East,P2002,Sofa,Home Decor,1,600,198.87
ORD001539,2025-06-05,C00511,North,P2002,Sofa,Home Decor,1,600,128.69
ORD001540,2025-04-17,C00179,East,P2001,Lamp,Home Decor,2,50,6.56
ORD001541,2024-02-16,C00004,East,P1002,Headphones,Electronics,1,50,9.35
ORD001542,2024-11-12,C00194,East,P2002,Sofa,Home Decor,1,600,193.35
ORD001543,2024-05-05,C00404,North,P3002,Shoes,Apparel,1,70,11.79
ORD001544,2024-07-03,C00217,North,P3002,Shoes,Apparel,1,70,21.38
ORD001545,2023-11-05,C00133,West,P4001,Milk,Grocery,1,3,0.67
ORD001546,2024-01-12,C00871,South,P1002,Headphones,Electronics,1,50,14.55
ORD001547,2025-04-21,C00122,North,P1002,Headphones,Electronics,1,50,12.21
ORD001548,2025-04-19,C00252,East,P2002,Sofa,Home Decor,1,600,60.41
ORD001549,2024-07-31,C00498,South,P4001,Milk,Grocery,1,3,0.31
ORD001550,2024-07-24,C00556,East,P3001,Shirt,Apparel,2,60,9.16
